LABELS
SEPARATOR TAB
DATA
BLAN-4-1-No|nifH|consensus50|strict_single_dominant	BLAN-4-1-No|nifH|consensus50|strict_single_dominant | closest: Sinorhizobium_meliloti_(Rhizobium_meliloti) | 85.9% id | 89.0% qcov
OAES-20-No|nifH|consensus50|strict_single_dominant	OAES-20-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 93.9% id | 86.6% qcov
SRER-3-1-Ro|nifH|consensus50|strict_single_dominant	SRER-3-1-Ro|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 92.9% id | 91.6% qcov
SRER-6-1-Ro|nifH|consensus50|strict_single_dominant	SRER-6-1-Ro|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 92.7% id | 91.9% qcov
SRER-3-1-No|nifH|consensus50|strict_single_dominant	SRER-3-1-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 92.9% id | 91.6% qcov
SRER-5-1-Rh|nifH|consensus50|strict_single_dominant	SRER-5-1-Rh|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 93.5% id | 88.9% qcov
SRER-6-1-No|nifH|consensus50|strict_single_dominant	SRER-6-1-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 93.0% id | 91.6% qcov
SRER-7-1-No|nifH|consensus50|strict_single_dominant	SRER-7-1-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 92.7% id | 91.6% qcov
SRER-8-1-Ro|nifH|consensus50|strict_single_dominant	SRER-8-1-Ro|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 92.7% id | 90.2% qcov
SRER-7-1-Rh|nifH|consensus50|strict_single_dominant	SRER-7-1-Rh|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 92.7% id | 91.6% qcov
SRER-7-1-Ro|nifH|consensus50|strict_single_dominant	SRER-7-1-Ro|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 92.9% id | 91.9% qcov
OAES-21-3-No|nifH|consensus50|strict_single_dominant	OAES-21-3-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 93.4% id | 91.9% qcov
JERC-14-5-Ro|nifH|consensus50|strict_single_dominant	JERC-14-5-Ro|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 93.1% id | 89.5% qcov
JERC-23-1-Ro|nifH|consensus50|strict_single_dominant	JERC-23-1-Ro|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 91.3% id | 91.6% qcov
JERC-16-2-Ro|nifH|consensus50|strict_single_dominant	JERC-16-2-Ro|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 92.6% id | 91.3% qcov
SRER-15-1-Ro|nifH|consensus50|strict_single_dominant	SRER-15-1-Ro|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 93.0% id | 91.6% qcov
SRER-10-1-Rh|nifH|consensus50|strict_single_dominant	SRER-10-1-Rh|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 93.1% id | 91.8% qcov
SRER-2-1-No|nifH|consensus50|strict_single_dominant	SRER-2-1-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 93.3% id | 88.9% qcov
SRER-1-1-No|nifH|consensus50|strict_single_dominant	SRER-1-1-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 93.0% id | 91.6% qcov
SRER-8-1-No|nifH|consensus50|strict_single_dominant	SRER-8-1-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 93.3% id | 88.9% qcov
SRER-15-1-No|nifH|consensus50|strict_single_dominant	SRER-15-1-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 93.1% id | 91.3% qcov
SRER-10-1-No|nifH|consensus50|strict_single_dominant	SRER-10-1-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 93.3% id | 91.6% qcov
SRER-17-1-No|nifH|consensus50|strict_single_dominant	SRER-17-1-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 92.8% id | 91.6% qcov
SRER-13-1-No|nifH|consensus50|strict_single_dominant	SRER-13-1-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 93.2% id | 91.9% qcov
SRER-13-1-Ro|nifH|consensus50|strict_single_dominant	SRER-13-1-Ro|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 93.1% id | 91.3% qcov
SRER-13-1-Rh|nifH|consensus50|strict_single_dominant	SRER-13-1-Rh|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 93.1% id | 91.3% qcov
SRER-14-1-No|nifH|consensus50|strict_single_dominant	SRER-14-1-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 92.9% id | 91.9% qcov
SRER-18-1-Rh|nifH|consensus50|strict_single_dominant	SRER-18-1-Rh|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 92.8% id | 91.6% qcov
SRER-18-1-Ro|nifH|consensus50|strict_single_dominant	SRER-18-1-Ro|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 92.9% id | 91.3% qcov
SRER-9-1-Ro|nifH|consensus50|strict_single_dominant	SRER-9-1-Ro|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 93.1% id | 91.3% qcov
SRER-6-1-Rh|nifH|consensus50|strict_single_dominant	SRER-6-1-Rh|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 94.8% id | 89.5% qcov
DEJU-54-Ro|nifH|consensus50|strict_single_dominant	DEJU-54-Ro|nifH|consensus50|strict_single_dominant | closest: Microvirga_sp._RSM25 | 92.9% id | 88.3% qcov
JERC-100-1-No|nifH|consensus50|strict_single_dominant	JERC-100-1-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._WSM4083 | 90.3% id | 69.5% qcov
TOOL-32-Ro|nifH|consensus50|strict_single_dominant	TOOL-32-Ro|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._WSM4083 | 90.2% id | 88.9% qcov
TOOL-9-Rh|nifH|consensus50|strict_single_dominant	TOOL-9-Rh|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 87.3% id | 91.8% qcov
TOOL-12-Rh|nifH|consensus50|strict_single_dominant	TOOL-12-Rh|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._WSM4083 | 91.8% id | 69.9% qcov
TOOL-29-Rh|nifH|consensus50|strict_single_dominant	TOOL-29-Rh|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._WSM4083 | 89.9% id | 86.0% qcov
JERC-CRJU-86-1-Ro|nifH|consensus50|strict_single_dominant	JERC-CRJU-86-1-Ro|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 90.1% id | 90.2% qcov
TOOL-13-Ro|nifH|consensus50|strict_single_dominant	TOOL-13-Ro|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 88.3% id | 92.5% qcov
TOOL-14-Ro|nifH|consensus50|strict_single_dominant	TOOL-14-Ro|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._WSM4083 | 88.8% id | 89.7% qcov
TOOL-29-Ro|nifH|consensus50|strict_single_dominant	TOOL-29-Ro|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._WSM4083 | 89.3% id | 89.6% qcov
TOOL-10-No|nifH|consensus50|strict_single_dominant	TOOL-10-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 92.9% id | 91.8% qcov
TOOL-11-No|nifH|consensus50|strict_single_dominant	TOOL-11-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 93.0% id | 92.2% qcov
TOOL-9-No|nifH|consensus50|strict_single_dominant	TOOL-9-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 93.0% id | 92.2% qcov
TOOL-25-No|nifH|consensus50|strict_single_dominant	TOOL-25-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 92.8% id | 92.2% qcov
TOOL-8-No|nifH|consensus50|strict_single_dominant	TOOL-8-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 92.9% id | 91.8% qcov
TOOL-17-Rh|nifH|consensus50|strict_single_dominant	TOOL-17-Rh|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 92.7% id | 91.7% qcov
TOOL-24-Rh|nifH|consensus50|strict_single_dominant	TOOL-24-Rh|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 92.9% id | 91.8% qcov
TOOL-23-Ro|nifH|consensus50|strict_single_dominant	TOOL-23-Ro|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 93.7% id | 89.3% qcov
TOOL-27-2-No|nifH|consensus50|strict_single_dominant	TOOL-27-2-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 93.2% id | 92.2% qcov
TOOL-26-No|nifH|consensus50|strict_single_dominant	TOOL-26-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 93.6% id | 89.6% qcov
TOOL-15-No|nifH|consensus50|strict_single_dominant	TOOL-15-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 93.1% id | 91.4% qcov
TOOL-12-No|nifH|consensus50|strict_single_dominant	TOOL-12-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 93.0% id | 91.3% qcov
TOOL-16-No|nifH|consensus50|strict_single_dominant	TOOL-16-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 93.2% id | 88.6% qcov
TOOL-12-Ro|nifH|consensus50|strict_single_dominant	TOOL-12-Ro|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 90.9% id | 92.3% qcov
TOOL-18-Ro|nifH|consensus50|strict_single_dominant	TOOL-18-Ro|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 90.3% id | 88.5% qcov
TOOL-19-Rh|nifH|consensus50|strict_single_dominant	TOOL-19-Rh|nifH|consensus50|strict_single_dominant | closest: Phyllobacterium_sophorae | 94.9% id | 92.6% qcov
TOOL-14-No|nifH|consensus50|strict_single_dominant	TOOL-14-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 92.7% id | 90.9% qcov
TOOL-16-Rh|nifH|consensus50|strict_single_dominant	TOOL-16-Rh|nifH|consensus50|strict_single_dominant | closest: Neorhizobium_galegae | 93.7% id | 83.8% qcov
TOOL-16-Ro|nifH|consensus50|strict_single_dominant	TOOL-16-Ro|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 92.9% id | 69.8% qcov
TOOL-23-No|nifH|consensus50|strict_single_dominant	TOOL-23-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 93.2% id | 91.9% qcov
TOOL-30-No|nifH|consensus50|strict_single_dominant	TOOL-30-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 93.4% id | 91.3% qcov
TOOL-24-No|nifH|consensus50|strict_single_dominant	TOOL-24-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 93.5% id | 91.6% qcov
TOOL-31-Rh|nifH|consensus50|strict_single_dominant	TOOL-31-Rh|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 93.5% id | 86.0% qcov
OAES-3-1-No|nifH|consensus50|strict_single_dominant	OAES-3-1-No|nifH|consensus50|strict_single_dominant | closest: Microvirga_sp._KLBC_81 | 93.2% id | 92.2% qcov
RMNP-1-No|nifH|consensus50|strict_single_dominant	RMNP-1-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 93.5% id | 91.6% qcov
RMNP-2-No|nifH|consensus50|strict_single_dominant	RMNP-2-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 93.9% id | 88.6% qcov
RMNP-2-Rh|nifH|consensus50|strict_single_dominant	RMNP-2-Rh|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 93.5% id | 90.9% qcov
JERC-94-1-No|nifH|consensus50|strict_single_dominant	JERC-94-1-No|nifH|consensus50|strict_single_dominant | closest: Neorhizobium_galegae | 97.1% id | 99.3% qcov
SCBI-5-1-No|nifH|consensus50|strict_single_dominant	SCBI-5-1-No|nifH|consensus50|strict_single_dominant | closest: Neorhizobium_galegae | 98.7% id | 99.3% qcov
TALL-13-3-No|nifH|consensus50|strict_single_dominant	TALL-13-3-No|nifH|consensus50|strict_single_dominant | closest: Neorhizobium_galegae | 99.1% id | 99.3% qcov
TALL-64-1-No|nifH|consensus50|strict_single_dominant	TALL-64-1-No|nifH|consensus50|strict_single_dominant | closest: Neorhizobium_galegae | 96.0% id | 99.3% qcov
CLBJ-17-1-Ro|nifH|consensus50|strict_single_dominant	CLBJ-17-1-Ro|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 95.5% id | 85.1% qcov
OAES-9-1-No|nifH|consensus50|strict_single_dominant	OAES-9-1-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 97.5% id | 88.6% qcov
OAES-9-1-Rh|nifH|consensus50|strict_single_dominant	OAES-9-1-Rh|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 96.9% id | 91.3% qcov
OAES-34-1-No|nifH|consensus50|strict_single_dominant	OAES-34-1-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 96.8% id | 91.7% qcov
OSBS-5-5-Ro|nifH|consensus50|strict_single_dominant	OSBS-5-5-Ro|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 93.2% id | 91.7% qcov
OAES-12-2-Ro|nifH|consensus50|strict_single_dominant	OAES-12-2-Ro|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 96.8% id | 91.8% qcov
OAES-12-2-No|nifH|consensus50|strict_single_dominant	OAES-12-2-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 96.5% id | 92.1% qcov
OAES-28-1-No|nifH|consensus50|strict_single_dominant	OAES-28-1-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 96.8% id | 92.2% qcov
OAES-29-1-No|nifH|consensus50|strict_single_dominant	OAES-29-1-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 97.4% id | 89.1% qcov
CLBJ-5-2-No|nifH|consensus50|strict_single_dominant	CLBJ-5-2-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 96.8% id | 91.5% qcov
OAES-10-1-No|nifH|consensus50|strict_single_dominant	OAES-10-1-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 95.0% id | 91.6% qcov
OAES-10-1-Ro|nifH|consensus50|strict_single_dominant	OAES-10-1-Ro|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 94.6% id | 91.5% qcov
OAES-26-1-No|nifH|consensus50|strict_single_dominant	OAES-26-1-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 95.2% id | 91.3% qcov
OAES-26-1-Ro|nifH|consensus50|strict_single_dominant	OAES-26-1-Ro|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 95.8% id | 88.5% qcov
OAES-23-1-Ro|nifH|consensus50|strict_single_dominant	OAES-23-1-Ro|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 95.4% id | 91.5% qcov
OAES-11-1-Rh|nifH|consensus50|strict_single_dominant	OAES-11-1-Rh|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 97.0% id | 88.8% qcov
OAES-11-1-No|nifH|consensus50|strict_single_dominant	OAES-11-1-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 97.0% id | 91.8% qcov
OAES-23-1-No|nifH|consensus50|strict_single_dominant	OAES-23-1-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 97.0% id | 91.8% qcov
OAES_24-3-Rh|nifH|consensus50|strict_single_dominant	OAES_24-3-Rh|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 98.1% id | 86.4% qcov
DELA-12-2-Rh|nifH|consensus50|strict_single_dominant	DELA-12-2-Rh|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 93.7% id | 78.2% qcov
OAES-32-1-Rh|nifH|consensus50|strict_single_dominant	OAES-32-1-Rh|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 92.1% id | 78.1% qcov
JERC-122-Rh|nifH|consensus50|strict_single_dominant	JERC-122-Rh|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 90.5% id | 91.6% qcov
OAES-32-1-No|nifH|consensus50|strict_single_dominant	OAES-32-1-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 97.1% id | 92.2% qcov
OAES-33-1-No|nifH|consensus50|strict_single_dominant	OAES-33-1-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 97.4% id | 88.8% qcov
JORN-1-No|nifH|consensus50|strict_single_dominant	JORN-1-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 97.3% id | 91.6% qcov
SRER-4-1-No|nifH|consensus50|strict_single_dominant	SRER-4-1-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 97.7% id | 88.9% qcov
OAES-16-1-Ro|nifH|consensus50|strict_single_dominant	OAES-16-1-Ro|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 96.1% id | 90.9% qcov
OAES_24-3-No|nifH|consensus50|strict_single_dominant	OAES_24-3-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 97.7% id | 88.7% qcov
OAES-17-No|nifH|consensus50|strict_single_dominant	OAES-17-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 97.2% id | 91.3% qcov
OAES-17-Ro|nifH|consensus50|strict_single_dominant	OAES-17-Ro|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 97.7% id | 89.1% qcov
SRER-16-1-No|nifH|consensus50|strict_single_dominant	SRER-16-1-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 97.1% id | 91.6% qcov
CPER-1-No|nifH|consensus50|strict_single_dominant	CPER-1-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 96.5% id | 91.6% qcov
OAES-15-No|nifH|consensus50|strict_single_dominant	OAES-15-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 95.1% id | 91.6% qcov
OAES-15-Ro|nifH|consensus50|strict_single_dominant	OAES-15-Ro|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 95.1% id | 91.6% qcov
DSNY-11-3-Ro|nifH|consensus50|strict_single_dominant	DSNY-11-3-Ro|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 93.1% id | 81.5% qcov
OAES-33-1-Ro|nifH|consensus50|strict_single_dominant	OAES-33-1-Ro|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 94.2% id | 85.6% qcov
OAES-33-1-Rh|nifH|consensus50|strict_single_dominant	OAES-33-1-Rh|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 96.0% id | 81.2% qcov
OAES-27-2-No|nifH|consensus50|strict_single_dominant	OAES-27-2-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 95.4% id | 91.6% qcov
CLBJ-9-1-Ro|nifH|consensus50|strict_single_dominant	CLBJ-9-1-Ro|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 94.5% id | 85.8% qcov
OAES-20-Rh|nifH|consensus50|strict_single_dominant	OAES-20-Rh|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 93.9% id | 89.1% qcov
OAES-21-3-Rh|nifH|consensus50|strict_single_dominant	OAES-21-3-Rh|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 91.2% id | 88.9% qcov
TOOL-33-1-Ro|nifH|consensus50|strict_single_dominant	TOOL-33-1-Ro|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 89.9% id | 84.5% qcov
RMNP-1-Ro|nifH|consensus50|strict_single_dominant	RMNP-1-Ro|nifH|consensus50|strict_single_dominant | closest: Microvirga_sp._RSM25 | 91.3% id | 89.1% qcov
TOOL-28-Ro|nifH|consensus50|strict_single_dominant	TOOL-28-Ro|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 87.8% id | 77.7% qcov
KONZ-1-Rh|nifH|consensus50|strict_single_dominant	KONZ-1-Rh|nifH|consensus50|strict_single_dominant | closest: Sinorhizobium_meliloti_(Rhizobium_meliloti) | 90.9% id | 85.9% qcov
TALL-92-1-Ro|nifH|consensus50|strict_single_dominant	TALL-92-1-Ro|nifH|consensus50|strict_single_dominant | closest: Rhizobium_azibense | 91.6% id | 87.8% qcov
TEAK-2-1-Rh|nifH|consensus50|strict_single_dominant	TEAK-2-1-Rh|nifH|consensus50|strict_single_dominant | closest: Rhizobium_binae | 91.4% id | 88.9% qcov
DSNY-15-1-Rh|nifH|consensus50|strict_single_dominant	DSNY-15-1-Rh|nifH|consensus50|strict_single_dominant | closest: Microvirga_lotononidis | 90.5% id | 91.9% qcov
OSBS-104-1-Rh|nifH|consensus50|strict_single_dominant	OSBS-104-1-Rh|nifH|consensus50|strict_single_dominant | closest: Microvirga_sp._KLBC_81 | 89.0% id | 88.3% qcov
CPER-3-1-No|nifH|consensus50|strict_single_dominant	CPER-3-1-No|nifH|consensus50|strict_single_dominant | closest: Sinorhizobium_meliloti_(Rhizobium_meliloti) | 96.2% id | 92.4% qcov
CPER-4-No|nifH|consensus50|strict_single_dominant	CPER-4-No|nifH|consensus50|strict_single_dominant | closest: Sinorhizobium_meliloti_(Rhizobium_meliloti) | 96.4% id | 92.4% qcov
CPER-3-1-Rh|nifH|consensus50|strict_single_dominant	CPER-3-1-Rh|nifH|consensus50|strict_single_dominant | closest: Sinorhizobium_meliloti_(Rhizobium_meliloti) | 96.7% id | 91.7% qcov
CPER-5-1-No|nifH|consensus50|strict_single_dominant	CPER-5-1-No|nifH|consensus50|strict_single_dominant | closest: Sinorhizobium_meliloti_(Rhizobium_meliloti) | 97.1% id | 92.4% qcov
CPER-5-1-Rh|nifH|consensus50|strict_single_dominant	CPER-5-1-Rh|nifH|consensus50|strict_single_dominant | closest: Sinorhizobium_meliloti_(Rhizobium_meliloti) | 96.6% id | 92.4% qcov
DCFS-2-2-No|nifH|consensus50|strict_single_dominant	DCFS-2-2-No|nifH|consensus50|strict_single_dominant | closest: Sinorhizobium_meliloti_(Rhizobium_meliloti) | 97.9% id | 91.7% qcov
NOGP-5-2-Ro|nifH|consensus50|strict_single_dominant	NOGP-5-2-Ro|nifH|consensus50|strict_single_dominant | closest: Sinorhizobium_meliloti_(Rhizobium_meliloti) | 97.9% id | 89.6% qcov
WOOD-6-1-No|nifH|consensus50|strict_single_dominant	WOOD-6-1-No|nifH|consensus50|strict_single_dominant | closest: Sinorhizobium_meliloti_(Rhizobium_meliloti) | 98.6% id | 89.3% qcov
NOGP-2-1-Ro|nifH|consensus50|strict_single_dominant	NOGP-2-1-Ro|nifH|consensus50|strict_single_dominant | closest: Sinorhizobium_meliloti_(Rhizobium_meliloti) | 96.5% id | 92.1% qcov
OAES-14-1-No|nifH|consensus50|strict_single_dominant	OAES-14-1-No|nifH|consensus50|strict_single_dominant | closest: Sinorhizobium_meliloti_(Rhizobium_meliloti) | 99.5% id | 88.3% qcov
OAES-2-1-No|nifH|consensus50|strict_single_dominant	OAES-2-1-No|nifH|consensus50|strict_single_dominant | closest: Sinorhizobium_meliloti_(Rhizobium_meliloti) | 98.4% id | 88.9% qcov
OAES-22-1-No|nifH|consensus50|strict_single_dominant	OAES-22-1-No|nifH|consensus50|strict_single_dominant | closest: Sinorhizobium_meliloti_(Rhizobium_meliloti) | 98.2% id | 91.4% qcov
NOGP-4-1-Ro|nifH|consensus50|strict_single_dominant	NOGP-4-1-Ro|nifH|consensus50|strict_single_dominant | closest: Sinorhizobium_meliloti_(Rhizobium_meliloti) | 96.4% id | 92.4% qcov
OAES-2-1-Ro|nifH|consensus50|strict_single_dominant	OAES-2-1-Ro|nifH|consensus50|strict_single_dominant | closest: Sinorhizobium_meliloti_(Rhizobium_meliloti) | 97.0% id | 91.9% qcov
NOGP-6-3-Ro|nifH|consensus50|strict_single_dominant	NOGP-6-3-Ro|nifH|consensus50|strict_single_dominant | closest: Sinorhizobium_meliloti_(Rhizobium_meliloti) | 96.6% id | 91.7% qcov
NOGP-1-1-No|nifH|consensus50|strict_single_dominant	NOGP-1-1-No|nifH|consensus50|strict_single_dominant | closest: Ensifer_canadensis | 96.8% id | 91.7% qcov
WOOD-3-2-No|nifH|consensus50|strict_single_dominant	WOOD-3-2-No|nifH|consensus50|strict_single_dominant | closest: Sinorhizobium_meliloti_(Rhizobium_meliloti) | 97.6% id | 88.6% qcov
DCFS-8-1-No|nifH|consensus50|strict_single_dominant	DCFS-8-1-No|nifH|consensus50|strict_single_dominant | closest: Sinorhizobium_meliloti_(Rhizobium_meliloti) | 96.5% id | 92.1% qcov
NOGP-3-2-No|nifH|consensus50|strict_single_dominant	NOGP-3-2-No|nifH|consensus50|strict_single_dominant | closest: Sinorhizobium_meliloti_(Rhizobium_meliloti) | 96.6% id | 92.1% qcov
WOOD-12-No|nifH|consensus50|strict_single_dominant	WOOD-12-No|nifH|consensus50|strict_single_dominant | closest: Sinorhizobium_meliloti_(Rhizobium_meliloti) | 96.2% id | 92.1% qcov
WOOD-7-1-No|nifH|consensus50|strict_single_dominant	WOOD-7-1-No|nifH|consensus50|strict_single_dominant | closest: Sinorhizobium_meliloti_(Rhizobium_meliloti) | 96.8% id | 92.1% qcov
NOGP-3-2-Ro|nifH|consensus50|strict_single_dominant	NOGP-3-2-Ro|nifH|consensus50|strict_single_dominant | closest: Sinorhizobium_meliloti_(Rhizobium_meliloti) | 96.2% id | 92.1% qcov
OAES-36-2-No|nifH|consensus50|strict_single_dominant	OAES-36-2-No|nifH|consensus50|strict_single_dominant | closest: Sinorhizobium_meliloti_(Rhizobium_meliloti) | 96.0% id | 92.1% qcov
