tip_label	sample_root_id	source_file	source_file_name	tree_set	gene	closest_taxon	closest_genus	best_reference_id	best_reference_taxon	percent_identity	alignment_length	query_coverage_percent	evalue	bitscore	best_reference_genus	tree_set_label	closest_genus_report	closest_blast_genus	clean_sample_id_from_blast	sample_id.x	sample_id.y	domain	species	date_finalized	qubit_average	total_dna	nebnext_protocol	isotope_reference_name	sample_preservation	type	family	site	genus	tribe	plot_simple	county	state	native	lat	long	date_field_collection	sample_type	host_genus	host_tribe	native_status
WOOD-11-1-Rh|nifD|consensus50|pass_mixed_possible_multitemplate	WOOD-11-1-Rh	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_iupac_best_reference_hit_with_taxon.tsv	nifD_iupac_best_reference_hit_with_taxon.tsv	iupac	nifD	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nifD|Sinorhizobium_meliloti_(Rhizobium_meliloti)|WQP23188.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	91.248	777	50.718	0	1079	Sinorhizobium	Mixed-IUPAC	Sinorhizobium	Sinorhizobium	NA	WOOD-11-1-Rh|nifD|consensus50|pass_mixed_possible_multitemplate	WOOD-11-1-Rh	D09	Medicago sativa	4/24/25	0	0	Quarter	WOOD-11	ethanol	rhizosphere	Fabaceae	WOOD	Medicago	Trifolieae	WOOD_043	Stutsman	ND	no	47.13177	-99.2395	9/26/24	rhizosphere	Medicago	Trifolieae	no
CLBJ-40-1-Ro|nifD|consensus50|pass_mixed_possible_multitemplate	CLBJ-40-1-Ro	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_iupac_best_reference_hit_with_taxon.tsv	nifD_iupac_best_reference_hit_with_taxon.tsv	iupac	nifD	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nifD|Sinorhizobium_meliloti_(Rhizobium_meliloti)|WQP23188.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	89.458	1309	85.4439	0	1724	Sinorhizobium	Mixed-IUPAC	Sinorhizobium	Sinorhizobium	NA	CLBJ-40-1-Ro|nifD|consensus50|pass_mixed_possible_multitemplate	CLBJ-40-1-Ro	D11	Lespedeza cuneata	4/10/25	0	0	Quarter	CLBJ-40	ethanol	root	Fabaceae	CLBJ	Lespedeza	Desmodieae	CLBJ_034	Wise	TX	no	33.23685	-97.34119	9/2/24	root	Lespedeza	Desmodieae	no
CLBJ-41-1-No|nifD|consensus50|pass_single_dominant	CLBJ-41-1-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_iupac_best_reference_hit_with_taxon.tsv	nifD_iupac_best_reference_hit_with_taxon.tsv	iupac	nifD	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nifD|Sinorhizobium_meliloti_(Rhizobium_meliloti)|WQP23188.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	94.466	777	50.718	0	1218	Sinorhizobium	Mixed-IUPAC	Sinorhizobium	Sinorhizobium	NA	CLBJ-41-1-No|nifD|consensus50|pass_single_dominant	CLBJ-41-1-No	D11	Lespedeza cuneata	4/10/25	1.62	77.76	Quarter	CLBJ-41	ethanol	nodule	Fabaceae	CLBJ	Lespedeza	Desmodieae	CLBJ_034	Wise	TX	no	33.23685	-97.34119	9/2/24	nodule	Lespedeza	Desmodieae	no
JERC-106-1-No|nifD|consensus50|pass_mixed_possible_multitemplate	JERC-106-1-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_iupac_best_reference_hit_with_taxon.tsv	nifD_iupac_best_reference_hit_with_taxon.tsv	iupac	nifD	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nifD|Sinorhizobium_meliloti_(Rhizobium_meliloti)|WQP23188.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	94.723	777	50.718	0	1214	Sinorhizobium	Mixed-IUPAC	Sinorhizobium	Sinorhizobium	NA	JERC-106-1-No|nifD|consensus50|pass_mixed_possible_multitemplate	JERC-106-1-No	D03	Chamaecrista nictitans	5/23/25	0.269	12.912	Quarter	JERC-106	dry	nodule	Fabaceae	JERC	Chamaecrista	Cassieae	JERC_048	Baker County	Georgia	yes	31.19645727	-84.46191333	20240709	nodule	Chamaecrista	Cassieae	yes
JERC-143-No|nifD|consensus50|pass_mixed_possible_multitemplate	JERC-143-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_iupac_best_reference_hit_with_taxon.tsv	nifD_iupac_best_reference_hit_with_taxon.tsv	iupac	nifD	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nifD|Sinorhizobium_meliloti_(Rhizobium_meliloti)|WQP23188.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	98.795	332	21.671	2.2799999999999995e-172	599	Sinorhizobium	Mixed-IUPAC	Sinorhizobium	Sinorhizobium	NA	JERC-143-No|nifD|consensus50|pass_mixed_possible_multitemplate	JERC-143-No	D03	Desmodium viridiflorum	5/14/25	0.6625	31.8	Quarter	JERC-143	dry	nodule	Fabaceae	JERC	Desmodium	Desmodieae	JERC_010	Baker County	Georgia	yes	NA	NA	20240821	nodule	Desmodium	Desmodieae	yes
OSBS-109-4-No|nifD|consensus50|pass_mixed_possible_multitemplate	OSBS-109-4-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_iupac_best_reference_hit_with_taxon.tsv	nifD_iupac_best_reference_hit_with_taxon.tsv	iupac	nifD	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nifD|Sinorhizobium_meliloti_(Rhizobium_meliloti)|WQP23188.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	88.932	777	50.718	0	1051	Sinorhizobium	Mixed-IUPAC	Sinorhizobium	Sinorhizobium	NA	OSBS-109-4-No|nifD|consensus50|pass_mixed_possible_multitemplate	OSBS-109-4-No	D03	Crotalaria spectabilis	4/15/25	7.87	377.76	Half	OSBS-109	dry	nodule	Fabaceae	OSBS	Crotalaria	Crotalarieae	OSBS_017	Putnam	Fl	no	29.704875	-81.990736	20241028	nodule	Crotalaria	Crotalarieae	no
CLBJ-42-1-No|nifD|consensus50|pass_mixed_possible_multitemplate	CLBJ-42-1-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_iupac_best_reference_hit_with_taxon.tsv	nifD_iupac_best_reference_hit_with_taxon.tsv	iupac	nifD	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nifD|Sinorhizobium_meliloti_(Rhizobium_meliloti)|WWR56683.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	86.315	1308	85.3786	0	1561	Sinorhizobium	Mixed-IUPAC	Sinorhizobium	Sinorhizobium	NA	CLBJ-42-1-No|nifD|consensus50|pass_mixed_possible_multitemplate	CLBJ-42-1-No	D11	Chamaecrista fasciculata	4/10/25	0	0	Quarter	CLBJ-42	ethanol	nodule	Fabaceae	CLBJ	Chamaecrista	Cassieae	CLBJ_034	Wise	TX	yes	33.2369	-97.34128	9/2/24	nodule	Chamaecrista	Cassieae	yes
OSBS-TEVI-61-4-No|nifD|consensus50|pass_single_dominant	OSBS-TEVI-61-4-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_iupac_best_reference_hit_with_taxon.tsv	nifD_iupac_best_reference_hit_with_taxon.tsv	iupac	nifD	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nifD|Sinorhizobium_meliloti_(Rhizobium_meliloti)|WQP23188.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	90.566	901	58.812	0	1236	Sinorhizobium	Mixed-IUPAC	Sinorhizobium	Sinorhizobium	NA	OSBS-TEVI-61-4-No|nifD|consensus50|pass_single_dominant	OSBS-TEVI-61-4-No	D03	Tephrosia virginiana	4/10/25	0	0	Quarter	OSBS-61	dry	nodule	Fabaceae	OSBS	Tephrosia	Millettieae	OSBS_004	Putnam	FL	yes	NA	NA	20240618	nodule	Tephrosia	Millettieae	yes
TALL-28-1-No|nifD|consensus50|pass_mixed_possible_multitemplate	TALL-28-1-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_iupac_best_reference_hit_with_taxon.tsv	nifD_iupac_best_reference_hit_with_taxon.tsv	iupac	nifD	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nifD|Sinorhizobium_meliloti_(Rhizobium_meliloti)|WQP23188.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	84.098	1308	85.3786	0	1548	Sinorhizobium	Mixed-IUPAC	Sinorhizobium	Sinorhizobium	NA	TALL-28-1-No|nifD|consensus50|pass_mixed_possible_multitemplate	TALL-28-1-No	D08	Desmodium sp.	4/17/25	1.515	72.72	Quarter	TALL-28	dry	nodule	Fabaceae	TALL	Desmodium	Desmodieae	TALL_008	Hale County	AL	yes	32.92293	-87.43434	8/26/24	nodule	Desmodium	Desmodieae	yes
TALL-29-3-No|nifD|consensus50|pass_mixed_possible_multitemplate	TALL-29-3-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_iupac_best_reference_hit_with_taxon.tsv	nifD_iupac_best_reference_hit_with_taxon.tsv	iupac	nifD	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nifD|Sinorhizobium_meliloti_(Rhizobium_meliloti)|WQP23188.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	85.398	1308	85.3786	0	1555	Sinorhizobium	Mixed-IUPAC	Sinorhizobium	Sinorhizobium	NA	TALL-29-3-No|nifD|consensus50|pass_mixed_possible_multitemplate	TALL-29-3-No	D08	Lespedeza cuneata	4/17/25	2.2	105.6	Quarter	TALL-29	dry	nodule	Fabaceae	TALL	Lespedeza	Desmodieae	TALL_003	Bibb County	AL	no	32.8941	-87.41688	8/26/24	nodule	Lespedeza	Desmodieae	no
TALL-28-1-Ro|nifD|consensus50|pass_mixed_possible_multitemplate	TALL-28-1-Ro	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_iupac_best_reference_hit_with_taxon.tsv	nifD_iupac_best_reference_hit_with_taxon.tsv	iupac	nifD	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nifD|Sinorhizobium_meliloti_(Rhizobium_meliloti)|WQP23188.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	85.703	1308	85.3786	0	1633	Sinorhizobium	Mixed-IUPAC	Sinorhizobium	Sinorhizobium	NA	TALL-28-1-Ro|nifD|consensus50|pass_mixed_possible_multitemplate	TALL-28-1-Ro	D08	Desmodium sp.	4/17/25	0.5085	24.408	Quarter	TALL-28	dry	root	Fabaceae	TALL	Desmodium	Desmodieae	TALL_008	Hale County	AL	yes	32.92293	-87.43434	8/26/24	root	Desmodium	Desmodieae	yes
JERC-148-Ro|nifD|consensus50|pass_mixed_possible_multitemplate	JERC-148-Ro	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_iupac_best_reference_hit_with_taxon.tsv	nifD_iupac_best_reference_hit_with_taxon.tsv	iupac	nifD	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nifD|Sinorhizobium_meliloti_(Rhizobium_meliloti)|WQP23188.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	88.889	504	32.8982	0	641	Sinorhizobium	Mixed-IUPAC	Sinorhizobium	Sinorhizobium	NA	JERC-148-Ro|nifD|consensus50|pass_mixed_possible_multitemplate	JERC-148-Ro	D03	Lespedeza virginica	5/14/25	0.7835	37.608	Quarter	JERC-148	dry	root	Fabaceae	JERC	Lespedeza	Desmodieae	JERC_062	NA	Unknown	yes	NA	NA	20240924	root	Lespedeza	Desmodieae	yes
JERC-149-Ro|nifD|consensus50|pass_mixed_possible_multitemplate	JERC-149-Ro	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_iupac_best_reference_hit_with_taxon.tsv	nifD_iupac_best_reference_hit_with_taxon.tsv	iupac	nifD	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nifD|Sinorhizobium_meliloti_(Rhizobium_meliloti)|WQP23188.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	86.098	1302	84.9869	0	1626	Sinorhizobium	Mixed-IUPAC	Sinorhizobium	Sinorhizobium	NA	JERC-149-Ro|nifD|consensus50|pass_mixed_possible_multitemplate	JERC-149-Ro	D03	Desmodium ciliare	5/14/25	0.148	7.104	Quarter	JERC-149	dry	root	Fabaceae	JERC	Desmodium	Desmodieae	JERC_062	NA	Unknown	yes	NA	NA	20240924	root	Desmodium	Desmodieae	yes
DCFS-2-2-Ro|nifD|consensus50|pass_mixed_possible_multitemplate	DCFS-2-2-Ro	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_iupac_best_reference_hit_with_taxon.tsv	nifD_iupac_best_reference_hit_with_taxon.tsv	iupac	nifD	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nifD|Sinorhizobium_meliloti_(Rhizobium_meliloti)|WQP03454.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	90.222	1309	85.4439	0	1836	Sinorhizobium	Mixed-IUPAC	Sinorhizobium	Sinorhizobium	NA	DCFS-2-2-Ro|nifD|consensus50|pass_mixed_possible_multitemplate	DCFS-2-2-Ro	D09	Medicago lupulina	5/23/25	0	0	Quarter	DCFS-2	dry	root	Fabaceae	DCFS	Medicago	Trifolieae	DCFS_006	Stutsman	ND	no	47.17333	99.05103	6/6/24	root	Medicago	Trifolieae	no
DSNY-87-1-No|nifD|consensus50|pass_single_dominant	DSNY-87-1-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_iupac_best_reference_hit_with_taxon.tsv	nifD_iupac_best_reference_hit_with_taxon.tsv	iupac	nifD	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nifD|Sinorhizobium_meliloti_(Rhizobium_meliloti)|YCL62640.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	90.504	674	43.9948	0	913	Sinorhizobium	Mixed-IUPAC	Sinorhizobium	Sinorhizobium	NA	DSNY-87-1-No|nifD|consensus50|pass_single_dominant	DSNY-87-1-No	D03	Tephrosia mysteriosa	4/4/25	0	0	Quarter	DSNY-87	dry	nodule	Fabaceae	DSNY	Tephrosia	Millettieae	DSNY_015	Polk	Florida	yes	28.1094133	-81.4308468	20240904	nodule	Tephrosia	Millettieae	yes
OSBS-TEVI-61-4-Rh|nifD|consensus50|pass_mixed_possible_multitemplate	OSBS-TEVI-61-4-Rh	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_iupac_best_reference_hit_with_taxon.tsv	nifD_iupac_best_reference_hit_with_taxon.tsv	iupac	nifD	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nifD|Sinorhizobium_meliloti_(Rhizobium_meliloti)|WQP23188.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	87.13	777	50.718	0	963	Sinorhizobium	Mixed-IUPAC	Sinorhizobium	Sinorhizobium	NA	OSBS-TEVI-61-4-Rh|nifD|consensus50|pass_mixed_possible_multitemplate	OSBS-TEVI-61-4-Rh	D03	Tephrosia virginiana	4/10/25	0	0	Quarter	OSBS-61	dry	rhizosphere	Fabaceae	OSBS	Tephrosia	Millettieae	OSBS_004	Putnam	FL	yes	NA	NA	20240618	rhizosphere	Tephrosia	Millettieae	yes
JERC-143-Ro|nifD|consensus50|pass_mixed_possible_multitemplate	JERC-143-Ro	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_iupac_best_reference_hit_with_taxon.tsv	nifD_iupac_best_reference_hit_with_taxon.tsv	iupac	nifD	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nifD|Sinorhizobium_meliloti_(Rhizobium_meliloti)|WQP23188.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	88.303	778	50.7833	0	965	Sinorhizobium	Mixed-IUPAC	Sinorhizobium	Sinorhizobium	NA	JERC-143-Ro|nifD|consensus50|pass_mixed_possible_multitemplate	JERC-143-Ro	D03	Desmodium viridiflorum	5/14/25	0.1515	7.272	Quarter	JERC-143	dry	root	Fabaceae	JERC	Desmodium	Desmodieae	JERC_010	Baker County	Georgia	yes	NA	NA	20240821	root	Desmodium	Desmodieae	yes
OSBS-97-2-Rh|nifD|consensus50|pass_mixed_possible_multitemplate	OSBS-97-2-Rh	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_iupac_best_reference_hit_with_taxon.tsv	nifD_iupac_best_reference_hit_with_taxon.tsv	iupac	nifD	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nifD|Sinorhizobium_meliloti_(Rhizobium_meliloti)|WQP23188.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	87.25	1302	84.9869	0	1592	Sinorhizobium	Mixed-IUPAC	Sinorhizobium	Sinorhizobium	NA	OSBS-97-2-Rh|nifD|consensus50|pass_mixed_possible_multitemplate	OSBS-97-2-Rh	D03	Mimosa quadrivalvus	5/14/25	0	0	Quarter	OSBS-97	dry	rhizosphere	Fabaceae	OSBS	Mimosa	Mimosoideae	OSBS_007	Putman	Fl	yes	NA	NA	20240918	rhizosphere	Mimosa	Mimosoideae	yes
HEAL-7-1-Ro|nifD|consensus50|pass_mixed_possible_multitemplate	HEAL-7-1-Ro	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_iupac_best_reference_hit_with_taxon.tsv	nifD_iupac_best_reference_hit_with_taxon.tsv	iupac	nifD	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nifD|Sinorhizobium_meliloti_(Rhizobium_meliloti)|WQP23188.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	90.476	777	50.718	0	1110	Sinorhizobium	Mixed-IUPAC	Sinorhizobium	Sinorhizobium	NA	HEAL-7-1-Ro|nifD|consensus50|pass_mixed_possible_multitemplate	HEAL-7-1-Ro	D19	Alnus viridis	4/4/25	0	0	Quarter	HEAL-7	ethanol	root	Betulaceae	HEAL	Alnus	actinorhizal	HEAL_004	Denali Borough	Alaska	yes	63.86378 N	149.27284 W	20240723	root	Alnus	actinorhizal	yes
YELL-10-1-No|nifD|consensus50|pass_mixed_possible_multitemplate	YELL-10-1-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_iupac_best_reference_hit_with_taxon.tsv	nifD_iupac_best_reference_hit_with_taxon.tsv	iupac	nifD	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nifD|Sinorhizobium_meliloti_(Rhizobium_meliloti)|WQP23188.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	84.574	1303	85.0522	0	1517	Sinorhizobium	Mixed-IUPAC	Sinorhizobium	Sinorhizobium	NA	YELL-10-1-No|nifD|consensus50|pass_mixed_possible_multitemplate	YELL-10-1-No	D12	Astragalus sp.	4/1/25	6.92	332.16	Half	YELL-10	ethanol	nodule	Fabaceae	YELL	Astragalus	Galegeae	YELL_050	Park County	WY	yes	NA	NA	9/24/24	nodule	Astragalus	Galegeae	yes
OSBS-99-Ro|nifD|consensus50|pass_mixed_possible_multitemplate	OSBS-99-Ro	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_iupac_best_reference_hit_with_taxon.tsv	nifD_iupac_best_reference_hit_with_taxon.tsv	iupac	nifD	Sinorhizobium_kummerowiae_(Ensifer_kummerowiae)	Sinorhizobium	nifD|Sinorhizobium_kummerowiae_(Ensifer_kummerowiae)|WQH40967.1	Sinorhizobium_kummerowiae_(Ensifer_kummerowiae)	88.532	1308	85.3786	0	1703	Sinorhizobium	Mixed-IUPAC	Sinorhizobium	Sinorhizobium	NA	OSBS-99-Ro|nifD|consensus50|pass_mixed_possible_multitemplate	OSBS-99-Ro	D03	Tephrosia chrysophylla	4/17/25	1.12	53.76	Quarter	OSBS-99	dry	root	Fabaceae	OSBS	Tephrosia	Millettieae	OSBS_007	Putnam	Fl	yes	NA	NA	20240919	root	Tephrosia	Millettieae	yes
SERC-3-1-Ro|nifD|consensus50|pass_mixed_possible_multitemplate	SERC-3-1-Ro	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_iupac_best_reference_hit_with_taxon.tsv	nifD_iupac_best_reference_hit_with_taxon.tsv	iupac	nifD	Sinorhizobium_kummerowiae_(Ensifer_kummerowiae)	Sinorhizobium	nifD|Sinorhizobium_kummerowiae_(Ensifer_kummerowiae)|WQH40967.1	Sinorhizobium_kummerowiae_(Ensifer_kummerowiae)	91.248	777	50.718	0	1116	Sinorhizobium	Mixed-IUPAC	Sinorhizobium	Sinorhizobium	NA	SERC-3-1-Ro|nifD|consensus50|pass_mixed_possible_multitemplate	SERC-3-1-Ro	D02	Amphicarpaea bracteata	4/15/25	0.6055	29.064	Quarter	SERC-3	ethanol	root	Fabaceae	SERC	Amphicarpaea	Phaseoleae	SERC_016	Anne Arundel	MD	yes	38.899477	-76.547521	8/14/24	root	Amphicarpaea	Phaseoleae	yes
BLAN-2-1-Ro|nifD|consensus50|pass_mixed_possible_multitemplate	BLAN-2-1-Ro	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_iupac_best_reference_hit_with_taxon.tsv	nifD_iupac_best_reference_hit_with_taxon.tsv	iupac	nifD	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nifD|Sinorhizobium_meliloti_(Rhizobium_meliloti)|WQP23188.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	91.514	1308	85.3786	0	1958	Sinorhizobium	Mixed-IUPAC	Sinorhizobium	Sinorhizobium	NA	BLAN-2-1-Ro|nifD|consensus50|pass_mixed_possible_multitemplate	BLAN-2-1-Ro	D02	Desmodium sp.	4/23/25	0.1405	6.744	Quarter	BLAN-2	ethanol	root	Fabaceae	BLAN	Desmodium	Desmodieae	BLAN_020	Clarke	VA	yes	39.101002	-77.980641	8/13/24	root	Desmodium	Desmodieae	yes
NOGP-7-2-Ro|nifD|consensus50|pass_single_dominant	NOGP-7-2-Ro	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_iupac_best_reference_hit_with_taxon.tsv	nifD_iupac_best_reference_hit_with_taxon.tsv	iupac	nifD	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nifD|Sinorhizobium_meliloti_(Rhizobium_meliloti)|WQP23188.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	96.787	778	50.7833	0	1330	Sinorhizobium	Mixed-IUPAC	Sinorhizobium	Sinorhizobium	NA	NOGP-7-2-Ro|nifD|consensus50|pass_single_dominant	NOGP-7-2-Ro	D09	Amorpha canescens	5/2/25	2.395	114.96	Quarter	NOGP-7	dry	root	Fabaceae	NOGP	Amorpha	Amorpheae	NOGP_064	NA	ND	yes	46.77063	-100.9138092	6/25/24	root	Amorpha	Amorpheae	yes
DCFS-3-2-Rh|nifD|consensus50|pass_single_dominant	DCFS-3-2-Rh	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_iupac_best_reference_hit_with_taxon.tsv	nifD_iupac_best_reference_hit_with_taxon.tsv	iupac	nifD	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nifD|Sinorhizobium_meliloti_(Rhizobium_meliloti)|WQP03454.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	93.395	1302	84.9869	0	1945	Sinorhizobium	Mixed-IUPAC	Sinorhizobium	Sinorhizobium	NA	DCFS-3-2-Rh|nifD|consensus50|pass_single_dominant	DCFS-3-2-Rh	D09	Medicago lupulina	5/23/25	0	0	Quarter	DCFS-3	dry	rhizosphere	Fabaceae	DCFS	Medicago	Trifolieae	DCFS_004	Stutsman	ND	no	47.17138	99.05135	6/10/24	rhizosphere	Medicago	Trifolieae	no
