threshold	min_percent_covered	min_mean_depth	gene	target_id	no_samples	mc_samples	no_good_samples	mc_good_samples	no_good_fraction	mc_good_fraction	no_median_mean_depth	mc_median_mean_depth	no_median_percent_covered	mc_median_percent_covered	depth_ratio_no_vs_mc	good_fraction_difference	classification
pct70_depth10	70.0	10.0	nodU	nodU|NC_017249|NC_017249_-_Symbiosis_Island_2|ref225	952	2	460	2	0.4832	1.0000	21.0868	20.6076	84.2982	100.0000	1.0233	-0.5168	BIOLOGICAL_SIGNAL_BUT_MC_BACKGROUND
pct70_depth10	70.0	10.0	nodU	nodU|NZ_HG938357|NZ_HG938357_-_Symbiosis_Island|ref226	952	2	0	0	0.0000	0.0000	0.0736	0.0000	1.2259	0.0000	999999.0000	0.0000	NOT_SUPPORTED
pct70_depth10	70.0	10.0	nodX	nodX|NC_012848|NC_012848_-_nodX_CDS|ref227	952	2	55	0	0.0578	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0578	LOW_OR_LIMITED_SIGNAL
pct70_depth10	70.0	10.0	nodZ	nodZ|NC_002678|NC_002678_-_nodulation_protein_NodZ_CDS|ref228	952	2	11	0	0.0116	0.0000	0.0000	0.1414	0.0000	9.6969	0.0000	0.0116	LOW_OR_LIMITED_SIGNAL
pct70_depth10	70.0	10.0	nodZ	nodZ|NC_002678|NC_002678_-_nodulation_protein_NodZ_CDS|ref229	952	2	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	NOT_SUPPORTED
pct70_depth10	70.0	10.0	nodZ	nodZ|NC_009937|NC_009937_-_Symbiosis_Island|ref230	952	2	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	NOT_SUPPORTED
pct70_depth10	70.0	10.0	nodZ	nodZ|NC_017249|NC_017249_-_Symbiosis_Island_2|ref231	952	2	398	2	0.4181	1.0000	8.3594	17.8454	77.7179	100.0000	0.4684	-0.5819	BIOLOGICAL_SIGNAL_BUT_MC_BACKGROUND
pct70_depth5	70.0	5.0	nifA	nifA|CU633751|CU633751_-_Symbiosis_Island|ref1	952	2	21	0	0.0221	0.0000	0.8407	6.4283	2.3897	5.7291	0.1308	0.0221	LOW_OR_LIMITED_SIGNAL
pct70_depth5	70.0	5.0	nifA	nifA|NC_002678|NC_002678_-_Symbiosis_Island_1|ref2	952	2	13	0	0.0137	0.0000	1.5783	22.4554	6.8143	8.7451	0.0703	0.0137	LOW_OR_LIMITED_SIGNAL
pct70_depth5	70.0	5.0	nifA	nifA|NC_002678|NC_002678_-_nifA_CDS|ref3	952	2	57	0	0.0599	0.0000	45.6949	19.3573	45.6003	22.0571	2.3606	0.0599	LOW_OR_LIMITED_SIGNAL
pct70_depth5	70.0	5.0	nifA	nifA|NC_009937|NC_009937_-_nifA_CDS|ref4	952	2	43	0	0.0452	0.0000	31.5519	164.3573	16.8397	36.8224	0.1920	0.0452	LOW_OR_LIMITED_SIGNAL
pct70_depth5	70.0	5.0	nifA	nifA|NC_011894|NC_011894_-_Symbiosis_Island_2|ref5	952	2	0	0	0.0000	0.0000	12.5928	67.2536	13.1111	11.9167	0.1872	0.0000	NOT_SUPPORTED
pct70_depth5	70.0	5.0	nifA	nifA|NC_012848|NC_012848_-_Symbiosis_Island|ref6	952	2	65	0	0.0683	0.0000	1.6875	0.1385	6.2789	10.2032	12.1838	0.0683	LOW_OR_LIMITED_SIGNAL
pct70_depth5	70.0	5.0	nifA	nifA|NC_014120|NC_014120_-_Symbiosis_Island|ref7	952	2	0	0	0.0000	0.0000	4.4724	49.8081	7.8931	7.5895	0.0898	0.0000	NOT_SUPPORTED
pct70_depth5	70.0	5.0	nifA	nifA|NC_017249|NC_017249_-_Symbiosis_Island_2|ref8	952	2	280	2	0.2941	1.0000	20.5446	12.3715	59.4609	95.6821	1.6606	-0.7059	BIOLOGICAL_SIGNAL_BUT_MC_BACKGROUND
pct70_depth5	70.0	5.0	nifA	nifA|NC_019848|NC_019848_-_Symbiosis_Island_3|ref9	952	2	102	0	0.1071	0.0000	0.1304	0.0000	1.5682	0.0000	999999.0000	0.1071	PROMISING_MC_AWARE
pct70_depth5	70.0	5.0	nifA	nifA|NZ_CP141049|NZ_CP141049_-_Symbiosis_Island_2|ref10	952	2	130	0	0.1366	0.0000	2.7171	1.1068	36.9322	26.8437	2.4549	0.1366	PROMISING_MC_AWARE
pct70_depth5	70.0	5.0	nifA	nifA|NZ_HG938357|NZ_HG938357_-_Symbiosis_Island|ref11	952	2	0	0	0.0000	0.0000	0.0375	0.0000	1.2300	0.0000	999999.0000	0.0000	NOT_SUPPORTED
pct70_depth5	70.0	5.0	nifB	nifB|CU633751|CU633751_-_Symbiosis_Island|ref12	952	2	19	0	0.0200	0.0000	0.1011	0.6008	3.7850	0.6680	0.1683	0.0200	LOW_OR_LIMITED_SIGNAL
pct70_depth5	70.0	5.0	nifB	nifB|NC_002678|NC_002678_-_Symbiosis_Island_1|ref13	952	2	109	0	0.1145	0.0000	2.0716	0.1134	24.8313	8.0972	18.2757	0.1145	PROMISING_MC_AWARE
pct70_depth5	70.0	5.0	nifB	nifB|NC_007777|NC_007777_-_Symbiosis_Island|ref14	952	2	26	0	0.0273	0.0000	2.7393	0.1689	13.4785	6.9129	16.2182	0.0273	LOW_OR_LIMITED_SIGNAL
pct70_depth5	70.0	5.0	nifB	nifB|NC_008278|NC_008278_-_Symbiosis_Island|ref15	952	2	443	2	0.4653	1.0000	8.5657	31.8777	70.5502	93.9806	0.2687	-0.5347	BIOLOGICAL_SIGNAL_BUT_MC_BACKGROUND
pct70_depth5	70.0	5.0	nifB	nifB|NC_009937|NC_009937_-_Symbiosis_Island_2|ref16	952	2	514	1	0.5399	0.5000	169.9189	3.9792	73.1731	73.4295	42.7018	0.0399	BIOLOGICAL_SIGNAL_BUT_MC_BACKGROUND
pct70_depth5	70.0	5.0	nifB	nifB|NC_011894|NC_011894_-_Symbiosis_Island_2|ref17	952	2	0	0	0.0000	0.0000	1.5181	0.2665	8.7508	2.1042	5.6962	0.0000	NOT_SUPPORTED
pct70_depth5	70.0	5.0	nifB	nifB|NC_012848|NC_012848_-_Symbiosis_Island|ref18	952	2	68	0	0.0714	0.0000	0.0197	0.0000	1.2899	0.0000	999999.0000	0.0714	LOW_OR_LIMITED_SIGNAL
pct70_depth5	70.0	5.0	nifB	nifB|NC_014120|NC_014120_-_Symbiosis_Island_2|ref19	952	2	0	0	0.0000	0.0000	0.1676	1.5916	1.7824	3.6585	0.1053	0.0000	NOT_SUPPORTED
pct70_depth5	70.0	5.0	nifB	nifB|NC_015656|NC_015656_-_Symbiosis_Island|ref20	952	2	73	0	0.0767	0.0000	1.6929	0.0226	10.5546	0.5665	74.7417	0.0767	LOW_OR_LIMITED_SIGNAL
pct70_depth5	70.0	5.0	nifB	nifB|NC_017249|NC_017249_-_Symbiosis_Island|ref21	952	2	543	2	0.5704	1.0000	41.0580	16.7630	80.3333	98.8333	2.4493	-0.4296	BIOLOGICAL_SIGNAL_BUT_MC_BACKGROUND
pct70_depth5	70.0	5.0	nifB	nifB|NC_019848|NC_019848_-_Symbiosis_Island_3|ref22	952	2	122	0	0.1282	0.0000	0.3883	0.0258	4.9898	0.6450	15.0504	0.1282	PROMISING_MC_AWARE
pct70_depth5	70.0	5.0	nifB	nifB|NZ_CP141049|NZ_CP141049_-_Symbiosis_Island_2|ref23	952	2	324	0	0.3403	0.0000	7.0793	1.8344	51.8218	39.4736	3.8593	0.3403	PROMISING_MC_AWARE
pct70_depth5	70.0	5.0	nifB	nifB|NZ_HG938357|NZ_HG938357_-_Symbiosis_Island|ref24	952	2	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	NOT_SUPPORTED
pct70_depth5	70.0	5.0	nifD	nifD|CU633751|CU633751_-_Symbiosis_Island|ref25	952	2	26	0	0.0273	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0273	LOW_OR_LIMITED_SIGNAL
pct70_depth5	70.0	5.0	nifD	nifD|NC_002678|NC_002678_-_Symbiosis_Island_3|ref26	952	2	148	0	0.1555	0.0000	6.4070	0.6109	34.5950	28.7185	10.4878	0.1555	PROMISING_MC_AWARE
pct70_depth5	70.0	5.0	nifD	nifD|NC_007777|NC_007777_-_Symbiosis_Island|ref27	952	2	134	0	0.1408	0.0000	1.2348	0.5058	15.4688	13.5181	2.4413	0.1408	PROMISING_MC_AWARE
pct70_depth5	70.0	5.0	nifD	nifD|NC_008278|NC_008278_-_Symbiosis_Island|ref28	952	2	538	2	0.5651	1.0000	11.8501	56.6106	96.8514	100.0000	0.2093	-0.4349	BIOLOGICAL_SIGNAL_BUT_MC_BACKGROUND
pct70_depth5	70.0	5.0	nifD	nifD|NC_009937|NC_009937_-_Symbiosis_Island_4|ref29	952	2	771	1	0.8099	0.5000	218.4914	6.8124	92.7478	90.6188	32.0728	0.3099	BIOLOGICAL_SIGNAL_BUT_MC_BACKGROUND
pct70_depth5	70.0	5.0	nifD	nifD|NC_011894|NC_011894_-_Symbiosis_Island|ref30	952	2	6	0	0.0063	0.0000	5.5560	0.1235	19.6640	6.3241	44.9879	0.0063	LOW_OR_LIMITED_SIGNAL
pct70_depth5	70.0	5.0	nifD	nifD|NC_012848|NC_012848_-_Symbiosis_Island_2|ref31	952	2	67	0	0.0704	0.0000	0.3516	0.0172	2.5132	0.8598	20.4390	0.0704	LOW_OR_LIMITED_SIGNAL
pct70_depth5	70.0	5.0	nifD	nifD|NC_014120|NC_014120_-_Symbiosis_Island_3|ref32	952	2	11	0	0.0116	0.0000	0.9781	0.4248	14.8566	2.0150	2.3023	0.0116	LOW_OR_LIMITED_SIGNAL
pct70_depth5	70.0	5.0	nifD	nifD|NC_015656|NC_015656_-_Symbiosis_Island|ref33	952	2	150	0	0.1576	0.0000	1.3953	1.3358	8.6291	3.8622	1.0445	0.1576	PROMISING_MC_AWARE
pct70_depth5	70.0	5.0	nifD	nifD|NC_017249|NC_017249_-_Symbiosis_Island|ref34	952	2	758	2	0.7962	1.0000	80.4780	27.4784	100.0000	100.0000	2.9288	-0.2038	BIOLOGICAL_SIGNAL_BUT_MC_BACKGROUND
pct70_depth5	70.0	5.0	nifD	nifD|NC_019848|NC_019848_-_Symbiosis_Island_2|ref35	952	2	157	0	0.1649	0.0000	3.5496	0.0549	18.9621	2.6946	64.6557	0.1649	PROMISING_MC_AWARE
pct70_depth5	70.0	5.0	nifD	nifD|NZ_CP141049|NZ_CP141049_-_Symbiosis_Island|ref36	952	2	481	0	0.5053	0.0000	18.1427	1.6095	76.8131	61.6102	11.2726	0.5053	PROMISING_MC_AWARE
pct70_depth5	70.0	5.0	nifD	nifD|NZ_HG938357|NZ_HG938357_-_Symbiosis_Island_2|ref37	952	2	0	0	0.0000	0.0000	0.1734	0.0180	3.9333	1.8000	9.6306	0.0000	NOT_SUPPORTED
pct70_depth5	70.0	5.0	nifE	nifE|CU633751|CU633751_-_Symbiosis_Island|ref38	952	2	19	0	0.0200	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0200	LOW_OR_LIMITED_SIGNAL
pct70_depth5	70.0	5.0	nifE	nifE|NC_002678|NC_002678_-_Symbiosis_Island_3|ref39	952	2	136	0	0.1429	0.0000	1.1053	0.1442	16.5996	3.3870	7.6650	0.1429	PROMISING_MC_AWARE
pct70_depth5	70.0	5.0	nifE	nifE|NC_007777|NC_007777_-_Symbiosis_Island|ref40	952	2	18	0	0.0189	0.0000	0.5580	1.1579	4.9234	2.2611	0.4819	0.0189	LOW_OR_LIMITED_SIGNAL
pct70_depth5	70.0	5.0	nifE	nifE|NC_008278|NC_008278_-_Symbiosis_Island|ref41	952	2	436	2	0.4580	1.0000	6.9639	30.4584	78.9570	100.0000	0.2286	-0.5420	BIOLOGICAL_SIGNAL_BUT_MC_BACKGROUND
pct70_depth5	70.0	5.0	nifE	nifE|NC_009937|NC_009937_-_Symbiosis_Island_4|ref42	952	2	356	0	0.3739	0.0000	45.3987	1.4581	59.5960	41.7112	31.1355	0.3739	PROMISING_MC_AWARE
pct70_depth5	70.0	5.0	nifE	nifE|NC_011894|NC_011894_-_Symbiosis_Island|ref43	952	2	0	0	0.0000	0.0000	1.3255	0.0132	8.2183	0.6574	100.7947	0.0000	NOT_SUPPORTED
pct70_depth5	70.0	5.0	nifE	nifE|NC_012848|NC_012848_-_Symbiosis_Island_2|ref44	952	2	71	0	0.0746	0.0000	0.0984	0.0000	1.4206	0.0000	999999.0000	0.0746	LOW_OR_LIMITED_SIGNAL
pct70_depth5	70.0	5.0	nifE	nifE|NC_014120|NC_014120_-_Symbiosis_Island|ref45	952	2	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	NOT_SUPPORTED
pct70_depth5	70.0	5.0	nifE	nifE|NC_015656|NC_015656_-_Symbiosis_Island|ref46	952	2	89	0	0.0935	0.0000	1.4746	1.6125	7.4790	5.5448	0.9144	0.0935	LOW_OR_LIMITED_SIGNAL
pct70_depth5	70.0	5.0	nifE	nifE|NC_017249|NC_017249_-_Symbiosis_Island|ref47	952	2	622	2	0.6534	1.0000	63.1092	19.6253	86.5572	99.5438	3.2157	-0.3466	BIOLOGICAL_SIGNAL_BUT_MC_BACKGROUND
pct70_depth5	70.0	5.0	nifE	nifE|NC_019848|NC_019848_-_Symbiosis_Island_2|ref48	952	2	125	0	0.1313	0.0000	1.3211	0.0000	3.7736	0.0000	999999.0000	0.1313	PROMISING_MC_AWARE
pct70_depth5	70.0	5.0	nifE	nifE|NZ_CP141049|NZ_CP141049_-_Symbiosis_Island|ref49	952	2	400	0	0.4202	0.0000	8.1331	2.2676	67.0691	68.1087	3.5867	0.4202	PROMISING_MC_AWARE
pct70_depth5	70.0	5.0	nifE	nifE|NZ_HG938357|NZ_HG938357_-_Symbiosis_Island_2|ref50	952	2	0	0	0.0000	0.0000	0.1079	0.0000	1.7470	0.0000	999999.0000	0.0000	NOT_SUPPORTED
pct70_depth5	70.0	5.0	nifH	nifH|CU633751|CU633751_-_Symbiosis_Island|ref51	952	2	30	0	0.0315	0.0000	0.0578	0.0000	2.2676	0.0000	999999.0000	0.0315	LOW_OR_LIMITED_SIGNAL
pct70_depth5	70.0	5.0	nifH	nifH|NC_002678|NC_002678_-_Symbiosis_Island_3|ref52	952	2	347	0	0.3645	0.0000	31.7752	0.7673	60.2349	54.0268	41.4089	0.3645	PROMISING_MC_AWARE
pct70_depth5	70.0	5.0	nifH	nifH|NC_007777|NC_007777_-_Symbiosis_Island|ref53	952	2	180	0	0.1891	0.0000	2.2141	6.0591	35.2430	45.8333	0.3654	0.1891	LOW_OR_LIMITED_SIGNAL
pct70_depth5	70.0	5.0	nifH	nifH|NC_008278|NC_008278_-_Symbiosis_Island|ref54	952	2	558	2	0.5861	1.0000	12.5700	62.5857	98.4954	100.0000	0.2008	-0.4139	BIOLOGICAL_SIGNAL_BUT_MC_BACKGROUND
pct70_depth5	70.0	5.0	nifH	nifH|NC_009937|NC_009937_-_Symbiosis_Island_3|ref55	952	2	701	1	0.7363	0.5000	154.6779	5.9562	88.6644	70.9316	25.9692	0.2363	BIOLOGICAL_SIGNAL_BUT_MC_BACKGROUND
pct70_depth5	70.0	5.0	nifH	nifH|NC_009937|NC_009937_-_Symbiosis_Island_4|ref56	952	2	768	1	0.8067	0.5000	292.2009	5.1874	90.4602	86.6442	56.3290	0.3067	BIOLOGICAL_SIGNAL_BUT_MC_BACKGROUND
pct70_depth5	70.0	5.0	nifH	nifH|NC_011894|NC_011894_-_Symbiosis_Island|ref57	952	2	18	0	0.0189	0.0000	9.7144	1.5267	34.1111	26.6667	6.3630	0.0189	LOW_OR_LIMITED_SIGNAL
pct70_depth5	70.0	5.0	nifH	nifH|NC_012848|NC_012848_-_Symbiosis_Island_2|ref58	952	2	81	0	0.0851	0.0000	0.1357	0.0000	3.6036	0.0000	999999.0000	0.0851	LOW_OR_LIMITED_SIGNAL
pct70_depth5	70.0	5.0	nifH	nifH|NC_014120|NC_014120_-_Symbiosis_Island_3|ref59	952	2	31	0	0.0326	0.0000	0.5374	0.0000	9.6372	0.0000	999999.0000	0.0326	LOW_OR_LIMITED_SIGNAL
pct70_depth5	70.0	5.0	nifH	nifH|NC_015656|NC_015656_-_Symbiosis_Island|ref60	952	2	165	0	0.1733	0.0000	0.6993	0.0000	11.2829	0.0000	999999.0000	0.1733	PROMISING_MC_AWARE
pct70_depth5	70.0	5.0	nifH	nifH|NC_017249|NC_017249_-_Symbiosis_Island|ref61	952	2	748	2	0.7857	1.0000	126.4288	30.6570	100.0000	100.0000	4.1240	-0.2143	BIOLOGICAL_SIGNAL_BUT_MC_BACKGROUND
pct70_depth5	70.0	5.0	nifH	nifH|NC_019848|NC_019848_-_Symbiosis_Island_2|ref62	952	2	167	0	0.1754	0.0000	3.6124	0.2326	19.7428	6.3758	15.5274	0.1754	PROMISING_MC_AWARE
pct70_depth5	70.0	5.0	nifH	nifH|NZ_CP141049|NZ_CP141049_-_Symbiosis_Island|ref63	952	2	538	0	0.5651	0.0000	234.8804	2.5738	85.3468	45.6375	91.2582	0.5651	PROMISING_MC_AWARE
pct70_depth5	70.0	5.0	nifH	nifH|NZ_HG938357|NZ_HG938357_-_Symbiosis_Island_2|ref64	952	2	2	0	0.0021	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0021	LOW_OR_LIMITED_SIGNAL
pct70_depth5	70.0	5.0	nifJ	nifJ|NC_007777|NC_007777_-_nifJ_CDS|ref65	952	2	34	0	0.0357	0.0000	1.8513	0.2214	10.2105	5.7878	8.3618	0.0357	LOW_OR_LIMITED_SIGNAL
pct70_depth5	70.0	5.0	nifJ	nifJ|NC_008278|NC_008278_-_nifJ_CDS|ref66	952	2	332	2	0.3487	1.0000	4.8140	14.8536	53.9682	98.6112	0.3241	-0.6513	BIOLOGICAL_SIGNAL_BUT_MC_BACKGROUND
pct70_depth5	70.0	5.0	nifK	nifK|CU633751|CU633751_-_Symbiosis_Island|ref67	952	2	22	0	0.0231	0.0000	0.0244	0.0211	1.2179	2.1154	1.1537	0.0231	LOW_OR_LIMITED_SIGNAL
pct70_depth5	70.0	5.0	nifK	nifK|NC_002678|NC_002678_-_Symbiosis_Island_3|ref68	952	2	208	0	0.2185	0.0000	1.5616	1.6057	35.8625	23.4111	0.9726	0.2185	LOW_OR_LIMITED_SIGNAL
pct70_depth5	70.0	5.0	nifK	nifK|NC_007777|NC_007777_-_Symbiosis_Island|ref69	952	2	56	0	0.0588	0.0000	1.1952	0.0244	9.2165	1.2203	48.9836	0.0588	LOW_OR_LIMITED_SIGNAL
pct70_depth5	70.0	5.0	nifK	nifK|NC_008278|NC_008278_-_Symbiosis_Island|ref70	952	2	482	2	0.5063	1.0000	7.6222	47.1586	84.0371	99.9680	0.1616	-0.4937	BIOLOGICAL_SIGNAL_BUT_MC_BACKGROUND
pct70_depth5	70.0	5.0	nifK	nifK|NC_009937|NC_009937_-_Symbiosis_Island_4|ref71	952	2	527	1	0.5536	0.5000	66.3436	6.0663	75.2884	77.4680	10.9363	0.0536	BIOLOGICAL_SIGNAL_BUT_MC_BACKGROUND
pct70_depth5	70.0	5.0	nifK	nifK|NC_011894|NC_011894_-_Symbiosis_Island|ref72	952	2	0	0	0.0000	0.0000	5.5123	0.5507	18.2586	16.2443	10.0097	0.0000	NOT_SUPPORTED
pct70_depth5	70.0	5.0	nifK	nifK|NC_012848|NC_012848_-_Symbiosis_Island_2|ref73	952	2	79	0	0.0830	0.0000	0.3043	0.0000	5.9034	0.0000	999999.0000	0.0830	LOW_OR_LIMITED_SIGNAL
pct70_depth5	70.0	5.0	nifK	nifK|NC_014120|NC_014120_-_Symbiosis_Island_3|ref74	952	2	6	0	0.0063	0.0000	1.2488	0.0000	8.7180	0.0000	999999.0000	0.0063	LOW_OR_LIMITED_SIGNAL
pct70_depth5	70.0	5.0	nifK	nifK|NC_015656|NC_015656_-_Symbiosis_Island|ref75	952	2	105	0	0.1103	0.0000	0.4705	0.1293	3.9370	1.9357	3.6398	0.1103	PROMISING_MC_AWARE
pct70_depth5	70.0	5.0	nifK	nifK|NC_017249|NC_017249_-_Symbiosis_Island|ref76	952	2	722	2	0.7584	1.0000	126.6339	28.7364	99.9358	100.0000	4.4067	-0.2416	BIOLOGICAL_SIGNAL_BUT_MC_BACKGROUND
pct70_depth5	70.0	5.0	nifK	nifK|NC_019848|NC_019848_-_Symbiosis_Island_2|ref77	952	2	145	0	0.1523	0.0000	0.3522	0.0917	7.8470	4.6368	3.8381	0.1523	PROMISING_MC_AWARE
pct70_depth5	70.0	5.0	nifK	nifK|NZ_CP141049|NZ_CP141049_-_Symbiosis_Island|ref78	952	2	376	0	0.3950	0.0000	6.3175	0.4523	67.0882	24.6109	13.9658	0.3950	PROMISING_MC_AWARE
pct70_depth5	70.0	5.0	nifK	nifK|NZ_HG938357|NZ_HG938357_-_Symbiosis_Island_2|ref79	952	2	0	0	0.0000	0.0000	0.0272	0.0000	1.2322	0.0000	999999.0000	0.0000	NOT_SUPPORTED
pct70_depth5	70.0	5.0	nifN	nifN|CU633751|CU633751_-_Symbiosis_Island|ref80	952	2	18	0	0.0189	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0189	LOW_OR_LIMITED_SIGNAL
pct70_depth5	70.0	5.0	nifN	nifN|NC_002678|NC_002678_-_Symbiosis_Island_3|ref81	952	2	245	0	0.2574	0.0000	2.1573	0.1023	35.7557	5.9653	21.0880	0.2574	PROMISING_MC_AWARE
pct70_depth5	70.0	5.0	nifN	nifN|NC_009937|NC_009937_-_Symbiosis_Island_4|ref82	952	2	71	0	0.0746	0.0000	4.6067	1.7080	20.1754	52.5951	2.6972	0.0746	LOW_OR_LIMITED_SIGNAL
pct70_depth5	70.0	5.0	nifN	nifN|NC_011894|NC_011894_-_Symbiosis_Island|ref83	952	2	0	0	0.0000	0.0000	1.5832	0.2769	5.6399	2.8561	5.7174	0.0000	NOT_SUPPORTED
pct70_depth5	70.0	5.0	nifN	nifN|NC_012848|NC_012848_-_Symbiosis_Island_2|ref84	952	2	51	0	0.0536	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0536	LOW_OR_LIMITED_SIGNAL
pct70_depth5	70.0	5.0	nifN	nifN|NC_014120|NC_014120_-_Symbiosis_Island|ref85	952	2	4	0	0.0042	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0042	LOW_OR_LIMITED_SIGNAL
pct70_depth5	70.0	5.0	nifN	nifN|NC_015656|NC_015656_-_Symbiosis_Island|ref86	952	2	51	0	0.0536	0.0000	0.6487	8.1382	4.7414	2.2271	0.0797	0.0536	LOW_OR_LIMITED_SIGNAL
pct70_depth5	70.0	5.0	nifN	nifN|NC_017249|NC_017249_-_Symbiosis_Island|ref87	952	2	415	2	0.4359	1.0000	16.1450	15.6351	70.0000	98.6525	1.0326	-0.5641	BIOLOGICAL_SIGNAL_BUT_MC_BACKGROUND
pct70_depth5	70.0	5.0	nifN	nifN|NC_019848|NC_019848_-_Symbiosis_Island_4|ref88	952	2	120	0	0.1261	0.0000	0.1320	0.1206	1.5083	0.7541	1.0941	0.1261	PROMISING_MC_AWARE
pct70_depth5	70.0	5.0	nifN	nifN|NZ_CP141049|NZ_CP141049_-_Symbiosis_Island|ref89	952	2	151	0	0.1586	0.0000	1.0553	0.2166	22.1620	13.7744	4.8732	0.1586	PROMISING_MC_AWARE
pct70_depth5	70.0	5.0	nifN	nifN|NZ_HG938357|NZ_HG938357_-_Symbiosis_Island_2|ref90	952	2	0	0	0.0000	0.0000	0.0000	0.0149	0.0000	1.4848	0.0000	0.0000	NOT_SUPPORTED
pct70_depth5	70.0	5.0	nifQ	nifQ|CU633751|CU633751_-_Symbiosis_Island|ref91	952	2	23	0	0.0242	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0242	LOW_OR_LIMITED_SIGNAL
pct70_depth5	70.0	5.0	nifQ	nifQ|NC_002678|NC_002678_-_nitrogen_fixation_protein_NifQ_CDS|ref92	952	2	0	0	0.0000	0.0000	0.1235	0.0000	3.0864	0.0000	999999.0000	0.0000	NOT_SUPPORTED
pct70_depth5	70.0	5.0	nifQ	nifQ|NC_009937|NC_009937_-_Symbiosis_Island_3|ref93	952	2	0	0	0.0000	0.0000	0.9170	0.1681	11.8550	12.6220	5.4567	0.0000	NOT_SUPPORTED
pct70_depth5	70.0	5.0	nifQ	nifQ|NC_011894|NC_011894_-_Symbiosis_Island|ref94	952	2	0	0	0.0000	0.0000	0.3928	0.1227	2.7132	1.2274	3.2000	0.0000	NOT_SUPPORTED
pct70_depth5	70.0	5.0	nifQ	nifQ|NC_014118|NC_014118_-_nitrogen_fixation_protein_NifQ_CDS|ref95	952	2	3	0	0.0032	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0032	LOW_OR_LIMITED_SIGNAL
pct70_depth5	70.0	5.0	nifQ	nifQ|NC_014120|NC_014120_-_Symbiosis_Island|ref96	952	2	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	NOT_SUPPORTED
pct70_depth5	70.0	5.0	nifQ	nifQ|NC_017249|NC_017249_-_Symbiosis_Island|ref97	952	2	152	2	0.1597	1.0000	3.7497	7.8858	44.5665	89.7436	0.4755	-0.8403	BIOLOGICAL_SIGNAL_BUT_MC_BACKGROUND
pct70_depth5	70.0	5.0	nifQ	nifQ|NZ_CP141049|NZ_CP141049_-_nitrogen_fixation_protein_NifQ_CDS|ref98	952	2	131	0	0.1376	0.0000	1.1429	0.6934	25.3968	14.3578	1.6484	0.1376	PROMISING_MC_AWARE
pct70_depth5	70.0	5.0	nifS	nifS|NC_002678|NC_002678_-_Symbiosis_Island_2|ref99	952	2	42	0	0.0441	0.0000	0.7550	0.0000	12.3707	0.0000	999999.0000	0.0441	LOW_OR_LIMITED_SIGNAL
pct70_depth5	70.0	5.0	nifS	nifS|NC_009937|NC_009937_-_Symbiosis_Island_2|ref100	952	2	6	0	0.0063	0.0000	1.5165	0.1085	11.2637	9.9817	13.9770	0.0063	LOW_OR_LIMITED_SIGNAL
pct70_depth5	70.0	5.0	nifS	nifS|NC_017249|NC_017249_-_Symbiosis_Island|ref101	952	2	420	2	0.4412	1.0000	11.4209	13.2424	74.5347	100.0000	0.8624	-0.5588	BIOLOGICAL_SIGNAL_BUT_MC_BACKGROUND
pct70_depth5	70.0	5.0	nifT	nifT|NC_002678|NC_002678_-_Symbiosis_Island_1|ref102	952	2	16	0	0.0168	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0168	LOW_OR_LIMITED_SIGNAL
pct70_depth5	70.0	5.0	nifT	nifT|NC_009937|NC_009937_-_Symbiosis_Island_2|ref103	952	2	214	0	0.2248	0.0000	0.5388	0.7808	9.1324	39.9544	0.6901	0.2248	LOW_OR_LIMITED_SIGNAL
pct70_depth5	70.0	5.0	nifT	nifT|NC_011894|NC_011894_-_Symbiosis_Island_2|ref104	952	2	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	NOT_SUPPORTED
pct70_depth5	70.0	5.0	nifT	nifT|NC_012848|NC_012848_-_Symbiosis_Island|ref105	952	2	16	0	0.0168	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0168	LOW_OR_LIMITED_SIGNAL
pct70_depth5	70.0	5.0	nifT	nifT|NC_014120|NC_014120_-_Symbiosis_Island_2|ref106	952	2	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	NOT_SUPPORTED
