DATASET_GRADIENT
SEPARATOR TAB
DATASET_LABEL	BLAST reference coverage
JERC-123-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	92.9530
JERC-39-5-No|nifH|consensus50|pass_single_dominant	94.8023
JERC-172-2-Ro|nifH|consensus50|pass_single_dominant	92.1700
JERC-156-No|nifH|consensus50|pass_mixed_possible_multitemplate	92.5056
JERC-49-2-Ro|nifH|consensus50|pass_single_dominant	92.5056
OSBS-88-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	92.9530
DSNY-34-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	92.5056
JERC-45-5-No|nifH|consensus50|pass_single_dominant	93.7853
JERC-120-No|nifH|consensus50|pass_mixed_possible_multitemplate	92.8412
TALL-47-2-No|nifH|consensus50|pass_mixed_possible_multitemplate	92.5056
JERC-RHRE-55-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	92.1700
JERC-CHNI-60-3-No|nifH|consensus50|pass_single_dominant	92.9530
JERC-RHTO-58-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	92.1700
TALL-53-3-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	92.8412
JERC-DEST-68-4-No|nifH|consensus50|pass_mixed_possible_multitemplate	92.5056
JERC-DEFL-31-5-No|nifH|consensus50|pass_single_dominant	92.1700
JERC-43-1-No|nifH|consensus50|pass_single_dominant	92.5056
JERC-RHDI-59-3-No|nifH|consensus50|pass_single_dominant	92.5056
JERC-DEFL-75-2-No|nifH|consensus50|pass_mixed_possible_multitemplate	92.6174
OSBS-110-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	92.1700
DSNY-52-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	93.5593
DSNY-43-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	92.5056
DSNY-CRMA-35-1-No|nifH|consensus50|pass_single_dominant	92.5056
TALL-33-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	93.2886
TALL-2-3-No|nifH|consensus50|pass_mixed_possible_multitemplate	92.8412
OSBS-70-3-No|nifH|consensus50|pass_single_dominant	93.8983
JERC-127-2-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	92.5056
CLBJ-42-1-No|nifH|consensus50|pass_single_dominant	93.7853
CLBJ-43-2-No|nifH|consensus50|pass_single_dominant	94.1243
JERC-98-2-No|nifH|consensus50|pass_mixed_possible_multitemplate	93.4463
JERC-128-2-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	92.6174
JERC-96-2-No|nifH|consensus50|pass_single_dominant	92.1700
JERC-99-4-No|nifH|consensus50|pass_mixed_possible_multitemplate	93.7853
JERC-201-1-No|nifH|consensus50|pass_single_dominant	93.7853
TALL-59-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	92.1700
CLBJ-16-2-No|nifH|consensus50|pass_single_dominant	93.7853
CLBJ-17-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	93.7853
TALL-46-2-No|nifH|consensus50|pass_mixed_possible_multitemplate	92.8412
CLBJ-18-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	92.5056
OSBS-14-3-No|nifH|consensus50|pass_single_dominant	93.7853
OSBS-14-3-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.2886
DELA-4-1-No|nifH|consensus50|pass_single_dominant	93.7853
JERC-CERE-67-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	93.4463
JERC-151-No|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
DELA-14-2-No|nifH|consensus50|pass_mixed_possible_multitemplate	92.5056
HARV-4-1-No|nifH|consensus50|pass_single_dominant	92.1700
LENO-10-2-No|nifH|consensus50|pass_single_dominant	93.4463
LENO-4-3-No|nifH|consensus50|pass_single_dominant	91.2752
ORNL-16-No|nifH|consensus50|pass_single_dominant	93.6723
LENO-1-1-No|nifH|consensus50|pass_single_dominant	91.2752
LENO-13-2-No|nifH|consensus50|pass_single_dominant	91.6107
LENO-14-3-No|nifH|consensus50|pass_mixed_possible_multitemplate	94.0113
N39-2-D-No|nifH|consensus50|pass_single_dominant	92.5056
GUAN-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	92.1700
SCBI-12-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	94.2373
SCBI-4-1-Rh|nifH|consensus50|pass_single_dominant	93.6723
SCBI-12-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	94.0113
KONZ-2-1-No|nifH|consensus50|pass_single_dominant	92.1700
KONZ-8-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	92.0582
UKFS-1-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
ORNL-8-2-No|nifH|consensus50|pass_mixed_possible_multitemplate	92.5056
DELA-31-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	93.5593
JERC-98-3-No|nifH|consensus50|pass_single_dominant	93.6723
ORNL-13-2-No|nifH|consensus50|pass_single_dominant	93.7853
JERC-98-4-No|nifH|consensus50|pass_mixed_possible_multitemplate	93.7853
JERC-98-4-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.7226
DELA-7-3-No|nifH|consensus50|pass_single_dominant	92.8412
DELA-28-No|nifH|consensus50|pass_single_dominant	92.8412
JERC-203-1-No|nifH|consensus50|pass_single_dominant	92.1700
KONA-1-1-No|nifH|consensus50|pass_single_dominant	92.1700
SERC-5-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	92.5056
DSNY-31-1-No|nifH|consensus50|pass_single_dominant	92.5056
DSNY-80-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	92.6174
JERC-CRJU-86-1-No|nifH|consensus50|pass_single_dominant	92.1700
LAJA-17-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	93.5593
DELA-32-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
LAJA-9-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.5593
LAJA-18-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	93.7853
DSNY-101-1-No|nifH|consensus50|pass_single_dominant	94.0113
DSNY-11-3-No|nifH|consensus50|pass_mixed_possible_multitemplate	92.4294
DSNY-37-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	92.1700
DSNY-76-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.7853
DSNY-91-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
DSNY-12-2-No|nifH|consensus50|pass_mixed_possible_multitemplate	92.9530
JERC-87-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	91.7226
LAJA-14-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	92.8412
LAJA-23-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	94.0113
LAJA-23-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
LAJA-20-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	95.7062
LAJA-15-1-No|nifH|consensus50|pass_single_dominant	93.6723
LAJA-21-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	94.9153
LAJA-11-3-No|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
LAJA-14-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	95.8050
LAJA-16-2-No|nifH|consensus50|pass_mixed_possible_multitemplate	93.7853
LAJA-16-2-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.5593
LAJA-15-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	97.9592
LAJA-7-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	94.6712
LAJA-7-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	96.7120
LAJA-9-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.4463
CLBJ-42-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	92.1700
DELA-24-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	93.7853
JERC-176-5-No|nifH|consensus50|pass_mixed_possible_multitemplate	93.7853
LENO-6-1-No|nifH|consensus50|pass_single_dominant	93.4463
DELA-3-3-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	94.0113
CLBJ-30-1-No|nifH|consensus50|pass_single_dominant	93.6723
DELA-21-1-No|nifH|consensus50|pass_single_dominant	95.4802
DELA-23-2-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	94.0113
CLBJ-32-1-Rh|nifH|consensus50|pass_single_dominant	93.6723
DELA-17-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	93.7853
DELA-30-2-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
DSNY-39-4-No|nifH|consensus50|pass_mixed_possible_multitemplate	94.0113
LENO-8-3-No|nifH|consensus50|pass_single_dominant	93.6723
JERC-177-No|nifH|consensus50|pass_mixed_possible_multitemplate	93.7853
CLBJ-34-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
LENO-3-2-No|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
JERC-165-No|nifH|consensus50|pass_mixed_possible_multitemplate	93.7853
ORNL-11-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	93.5593
CLBJ-39-1-No|nifH|consensus50|pass_single_dominant	93.8983
CLBJ-10-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	93.5593
CLBJ-9-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	90.9396
JERC-170-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	92.8412
CLBJ-10-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	92.5056
JERC-198-No|nifH|consensus50|pass_single_dominant	93.6723
CLBJ-15-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	91.2752
CLBJ-21-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	92.1700
CLBJ-6-3-No|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
DSNY-10-3-No|nifH|consensus50|pass_single_dominant	91.2752
DSNY-75-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	91.2752
DELA-10-2-No|nifH|consensus50|pass_mixed_possible_multitemplate	93.4463
JERC-20-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	93.4463
CLBJ-34-1-No|nifH|consensus50|pass_single_dominant	93.6723
JERC-157-2-No|nifH|consensus50|pass_single_dominant	93.6723
KONZ-4-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
DELA-12-2-No|nifH|consensus50|pass_mixed_possible_multitemplate	93.3333
DELA-23-2-No|nifH|consensus50|pass_mixed_possible_multitemplate	93.8983
JERC-DEFL-61-3-No|nifH|consensus50|pass_mixed_possible_multitemplate	93.7853
JERC-37-2-No|nifH|consensus50|pass_single_dominant	93.4463
JERC-CEVI-57-2-No|nifH|consensus50|pass_single_dominant	93.6723
JERC-37-2-Ro|nifH|consensus50|pass_single_dominant	92.9530
DELA-3-3-No|nifH|consensus50|pass_mixed_possible_multitemplate	93.4463
HARV-1-1-No|nifH|consensus50|pass_single_dominant	93.4463
KONZ-10-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	93.7853
JERC-38-2-No|nifH|consensus50|pass_mixed_possible_multitemplate	93.4463
UKFS-4-1-No|nifH|consensus50|pass_single_dominant	93.4463
CLBJ-44-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.2752
CLBJ-47-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.2752
DSNY-13-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	92.3937
DSNY-13-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	88.9262
DSNY-91-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.3333
